,Hardness,Solids,Chloramines,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
0,204.890455471336,20791.318980747,7.30021187318475,564.308654172243,10.3797830780847,86.9909704615088,2.96313538063164,0
1,129.422920514944,18630.0578579703,6.635245883862,592.885359134852,15.1800131163572,56.3290762845176,4.5006562749424,0
2,224.236259393557,19909.5417322923,9.27588360269408,418.606213064481,16.8686369295509,66.4200925117636,3.05593374966416,0
3,214.373394085622,22018.4174407752,8.05933237743854,363.266516164243,18.4365244954933,100.34167436508,4.62877053683708,0
4,181.101509236125,17978.9863389262,6.54659997420794,398.410813381844,11.5582794434463,31.9979927274247,4.07507542543003,0
5,188.313323769616,28748.6877390461,7.54486878877965,280.467915933487,8.39973464015275,54.9178618419944,2.55970822755652,0
6,248.071735270139,28749.7165435282,7.5134084658313,283.651633507844,13.7896953175198,84.6035561740235,2.67298873693477,0
7,203.36152258457,13672.0917639016,4.5630086855997,474.607644942448,12.3638166987052,62.7983089629251,4.40142471544548,0
8,118.988579090251,14285.5838542245,7.80417355307309,389.375565871261,12.7060489686579,53.9288457675122,3.59501718095761,0
9,227.231469237974,25484.5084909878,9.07720001691439,563.885481481094,17.927806411285,71.9766010322191,4.37056193665549,0
10,165.520797259528,32452.6144091438,7.55070090670411,425.383419495387,15.5868104380331,78.7400156643047,3.66229178285245,0
11,218.693300488666,18767.6566818134,8.11038450112387,364.098230462048,14.5257456975932,76.4859111796515,4.01171810833978,0
12,156.704993340392,18730.8136533427,3.60603609050572,347.715027261943,15.9295359088257,79.5007783369744,3.44575622332189,0
13,150.174923395136,27331.3619619277,6.8382234706875,379.761834825772,19.3708071812321,76.5099955279583,4.4139741829749,0
14,205.344982158185,28388.0048867369,5.07255777384063,444.645352332706,13.2283110992245,70.3002126469243,4.77738233722537,0
15,186.732880660576,41065.2347645393,9.62959627648058,516.743281893657,11.5397811915394,75.0716172866377,4.37634829069189,0
16,211.049406060545,30980.6007867888,10.0947960116614,315.141267244302,20.3970218407224,56.6516037897933,4.26842885750618,0
17,273.8138066598,24041.3262800612,6.90498972647009,477.974641862177,13.3873407802255,71.4573622129516,4.50366079617912,0
18,279.357166770092,19460.3981312321,6.20432085889247,431.443989990348,12.8887590543039,63.8212370966639,2.43608559030527,0
19,214.496610457156,25630.3200369997,4.43266929037212,469.914551479235,12.5091639404986,62.7972771526612,2.56029914761491,0
20,227.435048351156,22305.5674137414,10.3339178882186,554.820086460543,16.3316932826944,45.3828151778709,4.13342264357917,0
21,168.283746856518,30944.3635912426,5.85876913054758,523.671297500944,17.8842351929648,77.0423180517003,3.74970124109961,0
22,215.977858688067,17107.2242258276,5.60706045308712,436.256193972649,14.1890622061237,59.8554758261538,5.45925095602873,0
23,196.90324670832,21167.5000989687,6.99631158629876,444.478882506898,16.6090331557899,90.1816758847452,4.52852269632691,0
24,140.739062251139,17266.593421923,10.0568524840334,472.874073275429,11.2563811669094,56.9319064457562,4.82478638976752,0
25,198.767351259456,21218.7028711901,8.67093691991312,413.290450088534,14.8999995666969,79.8478428137255,5.20088507653975,0
26,207.926260187993,33424.7686784948,8.78214748077348,441.785875673938,13.8059022112707,30.2845971980027,4.18439696902885,0
27,145.768180602172,13224.9356389769,7.90644472060613,298.990666499932,12.7295247205422,49.5368488020218,4.00487112757158,0
28,266.421018068117,26362.9650123093,7.70006346972912,364.480106703737,10.3489507574378,53.0083813539204,3.9915642477993,0
29,148.153061445086,15193.4134739672,9.04683270725723,563.804743325086,16.5686555679974,52.6761850342098,6.03818495318358,0
30,209.62560053629,15196.2299874838,5.99467864644997,342.111286285192,7.92259833302262,71.5379532557936,5.08885998913879,0
31,190.756618287004,19677.892465552,6.75754073141394,452.836234877238,16.8990378000164,47.0819711857776,2.85747242605118,0
32,117.791229550396,22326.8920457186,8.16150481072833,412.986833790332,12.8907085645117,65.7334783893828,5.05731051651572,0
33,235.044534487371,32555.8525370736,6.8459520238449,411.983364167012,10.2448150683598,44.4892972522603,3.16062446823263,0
34,232.280452023532,14787.2062648581,5.47491483173312,383.981723024757,12.1669371450516,86.0807274844409,5.02916672408073,0
35,191.952742974858,19620.5453286121,6.06071299498932,441.748379324868,10.9664861529534,49.2382313227356,3.90208876764375,0
36,183.908722261826,24752.0724597554,5.53831413348136,456.860095941041,9.03406675271333,73.5946567566564,3.46435303515502,0
37,304.235912112316,17281.9751684116,6.10108350510192,399.471566281094,12.2650015775136,81.588992456499,2.89654694130447,0
38,143.453731311923,19942.2732181848,5.89075458310612,427.130671481902,22.4698919883569,53.1240942189588,2.90756391519334,0
39,198.614394719096,24683.7235660296,6.11061242139319,396.876949057917,16.4719693531551,30.383314574642,4.32400464561828,0
40,233.858995691212,11703.9239070478,4.59938794342172,349.399632532304,18.338892549806,42.6774652827193,3.51000404459052,0
41,194.874065445799,16658.8765031635,7.99382956237531,335.120398437461,10.1805138026315,59.5727137112268,4.43482025795654,0
42,238.68992851166,28780.3404316327,6.81402870120907,332.032706330685,11.0931633974526,66.1380447471001,5.18259070398022,0
43,202.817483001426,9973.93405920853,6.8822483067815,333.19246993768,23.9176012612749,71.833623959766,4.69070723013249,0
44,183.349454105997,21568.4287790358,4.73134898461418,403.944168209202,18.6682294575212,66.9124000343059,4.54280146174917,0
45,216.850473872615,35606.4401768079,7.1843510891688,504.63826042575,16.1407900191979,77.536183517803,4.1377390162066,0
46,209.63829297902,10575.1862808893,4.46270724613798,391.184315086005,13.2853339160859,87.3908889795633,3.19571032819626,0
47,173.37549835012,15758.7406213889,5.57078357539445,323.80791324658,10.0908697516698,78.4727844538545,3.99977538155006,0
48,129.890572345673,34415.853145873,6.32192899036113,470.329168542198,18.5994099238212,72.4036338688809,4.40558600033858,0
49,200.191400442057,21536.2246874454,4.91510105454318,404.717799156445,13.7683233064213,47.9308718771102,3.62613544161223,0
50,168.388430774295,27492.3073065878,7.04622479769641,383.795019990325,16.1820664936743,75.7294338899145,3.04805722310697,0
51,100.457615091583,12013.5506287645,5.21231460206535,605.220124350005,9.61134874001123,66.0841736371334,2.44744446391063,0
52,145.010171919083,19871.7884483058,4.9610663801915,545.974993762403,10.9420242560121,71.7274140605346,3.74209042634966,0
53,211.714141777641,11920.6108356462,7.2307947693374,527.70891001304,18.2753121092776,47.6348849343715,3.79453159110321,0
54,181.893365561553,21783.6510333633,6.99125999623813,456.556402122343,16.4828353669639,34.2520490783523,3.96468635002212,0
55,260.092172573371,30616.6151488536,9.37913354050762,404.670777328162,15.934483871207,66.6210265451665,4.78118817656256,0
56,238.335112455509,28779.6500110336,8.2828084645096,481.318802688613,6.0163366092712,39.0911713622533,3.94060452979468,0
57,190.28705014936,24323.8659030459,7.23016412686203,405.33048202759,8.2365575031053,99.427384918285,4.46068393173743,0
58,157.801193554204,16963.6250117374,8.33561854987671,360.995994488074,12.8238609493707,71.7170050975215,4.40538570565903,0
59,155.055726825934,20557.2404317522,8.18731904967032,290.180983110505,16.622255183892,59.6220574621079,4.08990768967786,0
60,233.402835012475,32144.7999336183,6.99483961730509,269.449051226939,9.6541256002684,63.7430638401644,3.90287971165746,0
61,213.017829682795,20965.4783088535,5.37555989197468,369.338120915856,13.7581051707437,17.9157225691807,3.92374916929651,0
63,195.143738784054,24656.2396794445,8.23190033837729,398.345418003516,12.3807707927523,48.4407248655468,4.47796024823393,0
64,127.739673829372,32653.9103602675,6.53423741011492,416.239630070401,11.1196592547937,78.2750500377115,4.06868890948166,0
65,212.306618286686,21815.0741479055,7.87399188454546,362.108004313962,14.9330126610987,63.8738199472853,5.21568920611903,0
66,238.569380413499,34873.9345228707,8.98327614438659,669.725086180179,13.3531814339635,76.5217997455239,5.10665577442008,0
67,103.464758660094,27420.167424582,8.41730503208952,485.974500457813,11.3511327307085,67.8699636759021,4.62079345165321,0
68,211.200526008897,12830.4841337754,4.50211703396181,333.329847958667,16.0451484768668,49.8984056354283,3.43974004154991,0
69,179.889788237884,24964.7777030965,5.83708649283743,501.18278074341,17.2877132782963,50.993006453081,3.63636418268049,0
70,183.089310037928,6743.3460655304,3.80303642359798,428.036344350403,9.79962468961304,90.0353736736207,3.88489104414727,0
71,116.299329883795,33223.5815287499,7.05050315957697,504.378680967654,9.00182048756613,48.1470312534892,4.15753340748973,0
72,130.944463888465,19460.3828189875,7.09246295530536,556.653710033397,14.0836083521954,57.8970747068076,5.3258334456958,0
73,242.228667285519,22984.0509514824,7.5187646593999,352.94258812349,18.7044090592748,69.9079024491521,3.8734702984483,0
74,219.30091421337,14859.4664242836,5.59832676562925,425.213574807612,15.7718343660582,49.3520014778044,4.65591659868882,0
75,211.360166721061,25650.7776431202,6.76600990675459,383.014310167853,13.9347880413806,90.5233298630093,5.02278363000457,0
76,158.732075761401,23029.6636135636,6.82167909946113,307.379142035191,9.71223191091832,79.8509285745724,3.76261533109936,0
77,163.639746920581,37962.167991261,6.68457027419134,467.562972871181,14.5672688601882,50.5779790982809,3.66283773199135,0
78,176.68397277687,24468.0483903545,5.75693003869285,477.581346155702,16.2455043416106,57.72972382844,2.29343140641286,0
79,217.522861962291,31903.3998115322,9.86504750268218,425.913400180269,8.99275427225467,69.5092198221152,3.50837264978359,0
80,233.764342720726,28689.5957776829,7.72443229996391,410.387263837708,15.6118592963052,54.2994440941892,5.01346335110373,0
82,204.961749810894,9566.1222701692,6.50592313880598,504.145994083866,11.5321440077412,81.1069377314624,3.77242092798951,0
83,258.952732015953,27267.9818609541,7.64859933144345,514.118920118766,12.2567902511903,82.4697984299672,2.99467109550821,0
